original_word,new_word,Province
连锁药店,药店,
连锁店,药店,
零售大药房,药店,
平价大药房,药店,
大药堂,药店,
大药房,药店,
大药店,药店,
药品超市,药店,
中西药店,药店,
药品商场,药店,
零售药店,药店,
零售店,药店,
药铺,药店,
药房,药店,
药号,药店,
药业,医药,
药品,医药,
医疗器械,器械,
门诊,门诊部,
康复护理院,护理院,
服务中心护理站,护理院,
护理站,护理院,
老年病院,老年病医院,
中医医院,中医院,
救援中心,急救中心,
急救站,急救中心,
急诊抢救中心,急救中心,
健康体检中心,体检中心,
体检站,体检中心,
妇女儿童医院,妇幼保健院,
妇产医院妇幼保健计划生育服务站,妇幼保健院,
妇幼保健计划生育服务中心,妇幼保健院,
妇幼保健所,妇幼保健院,
中心卫生院,卫生院,
社区卫生服务中心,卫生院,
社区卫生服务站,卫生院,
卫生服务中心,卫生院,
卫生保健中心,卫生院,
卫生保健所,卫生院,
卫生保健站,卫生院,
卫生服务站,卫生院,
医疗中心,卫生院,
医疗保健中心,卫生院,
保健站,卫生院,
卫生中心,卫生院,
卫生所,卫生院,
卫生站,卫生院,
预防诊疗服务中心,防治院,
防治所,防治院,
预防控制中心,防治院,
村卫生室,卫生室,
村卫生所,卫生室,
村卫生院,卫生室,
医疗室,卫生室,
医务室,卫生室,
医院有限公司,医院,
医院股份有限公司,医院,
诊所有限公司,诊所,
门诊有限公司,门诊部,
门诊部有限公司,门诊部,
门诊部有限责任公司,门诊部,
医院有限责任公司,医院,
妇幼保健计划生育服务站,妇幼保健院,
人口和计划生育生殖健康服务站,卫生院,
养老服务中心护理站,护理院,
养老服务中心医务室,医务室,
服务中心卫生站,卫生院,
急救分站,急救中心,
社区卫生服务室,卫生院,
分店,药店,
医院集团有限公司,医院,
门市,药店,
门店,药店,
中医医院,中医院,
妇幼保健站,妇幼保健院,
社区服务中心,卫生院,
高新技术产业开发区,高新区,
高新技术开发区,高新区,
高店乡,对江镇,贵州省
双峰乡,盈坑乡,浙江省
大逐乡,大岩乡,浙江省
大逐乡,逐步乡,浙江省
朝阳街道,进学街道,
潘黄镇,伍佑街道办事处,江苏省
城关镇,高塘岭镇,
托木吾斯塘乡,叶尔羌街道办事处,
莎车镇,叶尔羌街道办事处,
桃坪乡,桃坪镇,四川省
哈巴格希街道,康巴什区,内蒙古自治区
滨河街道,康巴什区,内蒙古自治区
青春山街道,康巴什区,内蒙古自治区
赵陵铺镇,赵佗路街道,
水口镇,茅溪镇,
三台子街道,四台子街道,辽宁省
喻家乡,走马镇,四川省
走马乡,走马镇,四川省
城南镇,城南街道,四川省
华丰街道,春雷街道,四川省
松林街道,春雷街道,四川省
九龙镇,朝阳街道,四川省
朝阳乡,朝阳街道,四川省
东湖乡,东湖街道,四川省
黄河街道,东湖街道,四川省
新庙乡,牛背山镇,
永兴镇,永兴街道,四川省
前进乡,前进镇,四川省
红岩乡,前进镇,四川省
九峰镇,大佛街道,四川省
凌云乡,大佛街道,四川省
嘉农镇,铜河街道,
沙湾镇绥,铜河街道,
稻谷乡,幸福镇,四川省
鲹鱼河镇,金江街道,
回龙镇,若水镇,四川省
森荣乡,若水镇,四川省
下村乡,城北街道,四川省
外北乡,城北街道,四川省
白果湾乡,城北街道,四川省
鲹鱼河镇,鱼城街道,
孔雀乡及佛星镇,南塔街道,四川省
岳阳镇,岳城街道,
叶城县,阿克塔什镇,
万寿乡,万寿镇,四川省
板桥镇,万寿镇,四川省
白兔乡,万寿镇,四川省
青丝乡,万寿镇,四川省
鹤林镇,万寿镇,四川省
三龙乡,沙坝镇,四川省
三龙乡,洼底镇,四川省
回龙乡,沙坝镇,四川省
回龙乡,洼底镇,四川省
洼底乡,沙坝镇,四川省
洼底乡,洼底镇,四川省
白溪乡,沙坝镇,四川省
白溪乡,洼底镇,四川省
石城乡,文治街道,四川省
青木镇,司城街道,四川省
东坝街道,万缘街道,
崇阳街道,崇庆街道,
新都街道,桂湖街道,四川省
柳江街道,锦华路街道,
龙舟路街道,东湖街道,四川省
文家街道,康河街道,
龙泉街道,东安街道,四川省
炳草岗街道,东华街道,四川省
武阳镇,江口街道,四川省
江口镇,江口街道,四川省
罗龙街道,仙源街道,
聚贤镇,凤凰街道,四川省
旧馆镇,旧馆街道,
江南街道,建华街道,吉林省
龙蟠社区管理服务中心,同乐街道,
龙蟠社区管理服务中心,银花街道,
龙蟠社区管理服务中心,龙蟠街道,
建设乡,建设镇,四川省
元石镇,江口街道,四川省
诺江镇,壁州街道,
天星乡,天星镇,四川省
福庆乡,天星镇,四川省
双河乡,盐井街道,四川省
盐井镇,盐井街道,四川省
太平镇,古东关街道,
城北乡,城北镇,四川省
库依乡,城北镇,四川省
竹核乡,城北镇,四川省
顺河乡,顺河镇,安徽省
平安镇,平安街道,青海省
丁家乡,铜湾镇,湖南省
丁家港乡,许家桥回族维吾尔族乡,
龙泉镇,七宝寺镇,
七宝山乡,永和镇,湖南省
永,永和镇,湖南省
镇,永和镇,湖南省
白果街道,七家湾街道,
七涧乡,西桥镇,
七路街道,工人村街道,
七里镇,天生镇,四川省
七里乡,七里镇,甘肃省
七里镇,回龙山瑶族乡,湖南省
团结瑶族乡,回龙山瑶族乡,湖南省
万兴乡,山泉镇,四川省
万坪乡,大堡镇,
万子湖乡,琼湖,
万子湖乡,胭脂湖,
三眼塘镇,琼湖,
三眼塘镇,胭脂湖,
庆云山街道,琼湖,
庆云山街道,胭脂湖,
琼湖街道,琼湖,
琼湖街道,胭脂湖,
万安公社,万安乡,福建省
万安乡,兴隆镇,四川省
万安乡,双胜镇,四川省
万安乡,明阳镇,四川省
万安乡,柳林镇,四川省
万安镇,万安街道,四川省
万安公社,万安镇,山西省
万安乡,万安镇,山西省
万安乡,万安镇,福建省
万安镇,古井镇,四川省
下新乡,古井镇,四川省
御营镇,万安镇,四川省
万宝镇,万宝街道,黑龙江省
万寿镇,万寿街道,
万寿乡,万寿镇,安徽省
双鹿乡,万寿镇,四川省
沱江,万寿镇,四川省
赵化镇,万寿镇,四川省
万林乡,瞿河镇,四川省
瞿河乡,瞿河镇,四川省
万林乡,勒乌镇,四川省
万苍乡,尖山镇,
胡宅乡,尖山镇,
万集镇,东双沟镇,
三交乡,宜东镇,
梨园乡,宜东镇,
三元乡,铜鼓镇,四川省
三元乡,黄甸镇,四川省
三元乡,太蓬乡,四川省
三元乡,石羔街道,湖南省
石羔镇,石羔街道,湖南省
三元乡,三元彝族苗族白族乡,
撮坝乡,三元彝族苗族白族乡,
民乐乡,三元彝族苗族白族乡,
三元镇,叶集区,安徽省
叶集镇,叶集区,安徽省
孙岗乡,叶集区,安徽省
三元乡,三元镇,重庆市
乐家乡,三元镇,重庆市
凉桥乡,三元镇,陕西省
红鱼乡,三元镇,陕西省
三元乡,三元镇,四川省
芦桥乡,三元镇,四川省
三口乡,三口镇,江苏省
张湾乡,三口镇,江苏省
三口镇,古港镇,湖南省
三合乡,刘三姐乡,广西壮族自治区
三合乡,金汤镇,四川省
三合乡,铁佛镇,四川省
三合乡,麻石镇,四川省
三合乡,新兴人民公社,黑龙江省
五道岗乡,三合满族朝鲜族乡,吉林省
三和乡,崔家桥镇,湖南省
毓德铺镇,崔家桥镇,湖南省
三坝乡,利溪镇,四川省
三坝乡,仙女湖镇,重庆市
三坝乡,双龙镇,重庆市
双龙场乡,仙女湖镇,重庆市
双龙场乡,双龙镇,重庆市
三宝彝族乡,三宝街道,贵州省
三岔乡,天门山镇,湖南省
三岔乡,西溪坪街道,湖南省
三岔镇,三岔街道,四川省
三岔公社,三岔镇,山西省
三岔乡,三岔镇,湖北省
三岔乡,三岔镇,甘肃省
三岔乡,三岔镇,陕西省
三庙乡,鹤峰乡,
三星公社,三星乡,重庆市
三星乡,兴隆镇,四川省
三星乡,玉山镇,四川省
三河场镇,渔溪镇,
龙桥乡,三河镇,四川省
共和镇,三河镇,江苏省
三河镇,霞阳镇,湖南省
三河公社,三河镇,甘肃省
三河乡,三河镇,重庆市
三河乡,三河镇,黑龙江省
黑城镇,三河镇,宁夏回族自治区
苏沁回族乡,三河回族乡,内蒙古自治区
三洞乡,周覃镇,贵州省
三洞镇,吴场镇,
三清乡,长坪镇,四川省
三烈镇,双才镇,四川省
三郎镇,街子镇,四川省
三里河乡,三里河街道,河南省
上两乡,桥亭镇,
上云桥镇,联星街道,
上安乡,上安镇,河北省
西方岭乡,上安镇,河北省
上新乡,西平镇,
跃进镇,西平镇,
上架乡,三都镇,
上河镇,平桥镇,
上渡镇,上渡街道,广西壮族自治区
下东乡,赤城镇,四川省
下关镇,下关街道,云南省
下关镇,太和街道,云南省
下关镇,满江街道,云南省
阅江楼街道,下关街道,江苏省
下圩镇,安丰镇,
老圩乡,安丰镇,
万安镇,古井镇,
下新乡,古井镇,
下村乡,益门镇,四川省
大炉乡,下村乡,山东省
三合乡,下渚湖街道,
下渡乡,玉津镇,
下罗镇,上罗镇,
丘垭乡,大坪镇,
丙妹镇,丙梅街道,
东南乡,东乡镇,四川省
西北乡,东乡镇,四川省
河马乡,东乡镇,广西壮族自治区
东兴公社,东兴乡,黑龙江省
东兴乡,麻柳镇,四川省
东兴乡,东兴镇,四川省
随蝶山区,万秀区,广西壮族自治区
磴口街道,东兴街道,内蒙古自治区
东兴街道,襄平街道,辽宁省
胜利街道,襄平街道,辽宁省
东山街道,东兴街道,广东省
惠丰乡,东兴镇,江苏省
满天乡,东兴镇,黑龙江省
东兴乡,东兴镇,广西壮族自治区
东兴镇行政区域,土门镇,四川省
东兴镇,文成镇,四川省
东兴镇,龙凤镇,四川省
墨林乡,东兴镇,四川省
常村镇,东区街道,河南省
东升街道,西航港街道,四川省
三叉街街道,东升街道,福建省
东山街道,东升街道,广东省
东山街道,东阳街道,广东省
棉花坡镇,东升街道,四川省
联盟街道,东华街道,云南省
龙游镇,东华街道,浙江省
东华街道,桥西区,河北省
西城公社,西城街道,四川省
胜利镇,东城街道,山东省
龙潭区天太经济管理委员会,东城街道,吉林省
七贤镇,东城街道,山东省
营子镇,东城街道,山东省
孙溜镇,东城街道,山东省
城关镇,东城街道,山西省
附城街道,东城街道,广东省
附城镇,东城街道,广东省
新江镇,东城街道,广东省
城关镇,东城街道,河南省
北郊乡,东城道,河南省
北郊乡,北城道,河南省
古丽镇,东城街道,浙江省
古丽镇,江南街道,浙江省
古丽镇,西城街道,浙江省
荆州镇,东城街道,湖北省
隆化镇,东城街道,重庆市
全德镇及巴川镇,东城街道,重庆市
大阜乡,东城街道至今,陕西省
东城街道,合江门街道,四川省
北城街道,合江门街道,四川省
青江村,东城街道,四川省
东城乡,东城镇,吉林省
报头管理区,英村管理区,广东省
东城乡,东城镇,新疆维吾尔自治区
东城乡,东城镇,河北省
东城镇,茶亭镇,湖南省
东安乡,小溪坝镇,四川省
通化县,东安街道,吉林省
东安乡,东安镇,重庆市
东安乡,东安镇,四川省
流溪镇,东安镇,四川省
东宣镇,魏城镇,四川省
徐家镇,魏城镇,四川省
东山公社,东山乡,四川省
东山公社,东山乡,山西省
东山公社,东山乡,广西壮族自治区
东山乡,广纳镇,四川省
东山区公所,东山彝族乡,云南省
蓉江镇,东山街道,江西省
西华乡,东山街道,江西省
金鸡镇,东山街道,江西省
兴华街道,东山街道,内蒙古自治区
东湖街道,东山街道,广东省
东山公所,东山公镇,广东省
麒麟镇,东山街道,江苏省
东山农场,东山街道办事处,湖北省
东山乡,东山街道,湖南省
北鹿乡,东山街道,浙江省
北龙乡,东山街道,浙江省
石岛镇,东山街道,山东省
东岱乡,双凤镇,
东方红镇,麓谷街道,湖南省
东板乡,顾县镇,
双鄢乡,顾县镇,
长田乡,顾县镇,
三河乡,东乡街道,四川省
东乡镇,东乡街道,四川省
东林镇,石马镇,四川省
青山乡,东林镇,浙江省
东河乡,川兴镇,四川省
东河公社,东河乡,黑龙江省
勾山街道,东港街道,
东湖镇,东湖街道,吉林省
东湖镇,东湖街道,浙江省
东湖街道,黄州科技经济开发区,湖北省
东岸乡,东湖街道,湖南省
鲤城区,丰泽区,福建省
鲤城区,洛江区,福建省
东湖镇,东湖街道,四川省
东风地区,东风街道,北京市
洪家楼镇,东风街道,山东省
洪家楼镇,全福街道,山东省
洪家楼镇,山大路街道,山东省
洪家楼镇,洪家楼街道,山东省
东风街道,六榕街道,广东省
战斗街道,东风街道,河南省
东风街道,东兴街道,辽宁省
新兴街道,东兴街道,辽宁省
东风乡,东风街道,辽宁省
两岔河乡,大圩镇,湖南省
两岔河乡,灵凤街道办事处,四川省
两岔河乡,麻秧街道办事处,四川省
两河乡,新茶乡,四川省
两河乡,"民乐镇
",湖南省
民乐镇,"民乐镇
",湖南省
两河口乡,陈家河镇,湖南省
岩屋口乡,陈家河镇,湖南省
两河口乡,两河口镇,四川省
两河乡,两河口镇,四川省
两河口乡,两河口镇,甘肃省
两河口乡,两河口镇,贵州省
两河乡,两河镇,湖北省
两河乡,两河镇,广西壮族自治区
两河乡,两河镇,云南省
两河镇,连界镇,四川省
荆坪乡,两河镇,四川省
两河乡,两河镇,四川省
乐郎乡,两河镇,四川省
金林乡,两河镇,四川省
两河乡,两河镇,甘肃省
兴坪乡,两河镇,陕西省
两河镇,高渠镇,四川省
毛公乡,高渠镇,四川省
两路乡,喇叭河镇,四川省
紫石乡,喇叭河镇,四川省
两路乡,锦屏镇,四川省
古楼镇,严桥镇,安徽省
响山镇,严桥镇,安徽省
尚礼镇,严桥镇,安徽省
严桥镇,晏场镇,四川省
中坝乡,中兴街道,贵州省
中南乡,槐树镇,
中厂乡,关河镇,
中和乡,周家镇,四川省
中和乡,中和镇,广西壮族自治区
中土镇,元坝镇,
中坝乡,佑君镇,四川省
中坝公社,中坝乡,四川省
中坝公社,中坝乡,湖北省
中坝乡,摆所镇,贵州省
中坝乡,金城镇,四川省
中坝乡,中坝镇,甘肃省
中山路市,中山路区,贵州省
中山镇,椑木镇,四川省
中山乡,中山镇,云南省
中山乡,中山镇,四川省
汉王乡,中山镇,四川省
中山乡,中山镇,甘肃省
中山乡,中山镇,重庆市
常乐乡,中山镇,重庆市
中岭乡,凤鸣镇,四川省
中心乡,楠木镇,四川省
中村街道,中村乡,福建省
石马人民公社,中村乡,江西省
中村乡,中村镇,甘肃省
中武乡,大堰垱镇,
金罗镇,大堰垱镇,
中洲路街道,下摄司街道,
中田乡,黄琅镇,四川省
马湖乡,黄琅镇,四川省
中石镇,古佛镇,
凤城镇,中阳里街道,江苏省
凤城镇,凤城街道,江苏省
丰乐街道,泉园街道,辽宁省
丰乐镇,丰乐街道,重庆市
通水乡,丰乐镇,四川省
龙滩乡,丰乐镇,四川省
新仓镇,丰乐镇,安徽省
丰乐乡,丰乐镇,甘肃省
康宁乡,丰乐镇,甘肃省
丰乐镇,大河镇,贵州省
小城子乡,属肇州县,黑龙江省
丰乐乡,丰乐镇,四川省
丰乐乡,丰乐镇,黑龙江省
程店乡,丰乐镇,安徽省
潞市镇,丰乐镇,湖北省
长荣乡,丰产乡,黑龙江省
丰产乡,回龙镇,四川省
宛水街道,丰华街道,云南省
故县乡,丰州镇,山西省
丰州镇,霞美镇,福建省
珉谷街道,丰茂街道,
胡林镇,临江乡,湖北省
临江公社,临江乡,黑龙江省
临江乡,李渡镇,四川省
合江镇,临港街道,四川省
西碾乡,义兴镇,四川省
青龙乡,义兴镇,四川省
义兴乡,义兴镇,四川省
城关镇,义兴镇,山西省
紫罗乡,义兴镇,山西省
联坪乡,义兴镇,山西省
义兴镇,雪山镇,四川省
义兴镇,高沟镇,江苏省
义和乡,谢家街道,四川省
谢家镇,谢家街道,四川省
义和乡,槐树镇,四川省
义和乡,大义乡,四川省
义安街道,大彭镇,
义新镇,新安镇,
义门乡,义路镇,
乌抛乡,周坡镇,
乌鸦乡,大安乡,湖南省
乐兴乡,丁字桥镇,
乐兴镇,黄土镇,
乐加乡,中新镇,
乐坝镇,沙河镇,
乐都镇,九里镇,
乘风乡,聂市镇,
源潭镇,聂市镇,
九垸乡,小渡口镇,
南湖汊,小渡口镇,
嘉山良种场,小渡口镇,
九层乡,沙溪镇,
九层乡,洪口镇,
九岭镇,管村镇,四川省
九岭镇,青莲镇,四川省
九峰乡,坛同镇,四川省
九峰乡,九峰街道,湖北省
南湖街道,九峰街道,贵州省
九峰区公所,九峰镇,广东省
九峰乡,九峰镇,陕西省
九亭镇,九里亭街道,
大方县,九驿街道,
镇九龙乡,九龙乡,内蒙古自治区
九龙乡,大平镇,四川省
大平乡,大平镇,四川省
因滩坑电站移民,九龙乡,浙江省
九龙乡,茅桥镇,四川省
迎阳乡,茅桥镇,四川省
九龙乡,大寅镇,四川省
九龙镇,九龙街道,云南省
九龙镇,九龙街道办事处,山东省
云溪街道办事处,九龙街道办事处,山东省
营海街道办事处,九龙街道办事处,山东省
九龙镇,九龙街道,重庆市
李店镇,九龙街道办事处,辽宁省
明月镇,九龙街道,吉林省
东皇镇,"
九龙街道",贵州省
九龙镇,九龙街道,山东省
云溪街道,九龙街道,山东省
营海街道,九龙街道,山东省
遵道镇,九龙镇,四川省
九龙乡,九龙镇,云南省
九龙乡,九龙镇,四川省
风垭乡,九龙镇,四川省
五龙乡,九龙镇,四川省
八角镇,九龙镇,四川省
榉溪乡,九龙镇,四川省
九龙乡,九龙镇,安徽省
西刘乡,九龙镇,安徽省
九龙镇,九佛街道,广东省
九龙镇,新龙镇,广东省
九龙镇,龙湖街道,广东省
泰西乡,九龙镇,江苏省
九龙乡,九龙镇,江西省
九龙农业综合开发区,九龙乡,河南省
争胜镇,灵兴镇,
二郎镇,石河镇,四川省
二郎乡,二郎镇,安徽省
二郎乡,二郎镇,河南省
二郎乡,二郎镇,重庆市
半月乡,二郎镇,重庆市
铜铃乡,二郎镇,安徽省
二郎乡,二郎镇,贵州省
于佳乡,双古镇,
于洪街道,迎宾路街道,
云凤镇,新桥镇,四川省
街子镇,新桥镇,四川省
云同乡,新鲁镇,
云山乡,毛田镇,湖南省
云山乡,云山镇,甘肃省
鹤盛镇,云岭乡,浙江省
五峰街道,云岭街道,
云昙乡,麻石镇,四川省
云溪乡,云溪镇,湖南省
永济乡,云溪镇,湖南省
云集乡,二郎庙镇,
五合乡,云龙镇,四川省
金马镇,云龙镇,四川省
五合乡,五合镇,
五四镇,石梯镇,四川省
五官乡,千万贯乡,
五星公社,五星乡,云南省
五星乡,平泉街道,四川省
平泉镇,平泉街道,四川省
飞龙乡,平泉街道,四川省
马公桥街道,五星街道,江苏省
城东街道,五星街道,江苏省
城郊工委,五星街道,江苏省
乡,街道办事处,河南省
五星乡,五星街道,陕西省
五星乡,五星镇,四川省
五木镇,得胜镇,
普坪镇,五福街道,
钱相街道,五福街道,
五营乡,五营镇,甘肃省
保宁乡,五通镇,广西壮族自治区
五通镇,九支镇,四川省
五里墩乡,董家塅街道,湖南省
九店乡,五里店街道,河南省
刘家台街道,五里店街道,重庆市
观音桥乡,五里店街道,重庆市
雨花村街道,五里店街道,重庆市
五里乡,五里镇,广西壮族自治区
程凤乡,五里镇,湖北省
富强乡,五里镇,陕西省
花园乡,五里镇,陕西省
井口镇,阳春镇,四川省
交梨乡,普安镇,贵州省
人和公社,人和乡,河南省
人和乡,福洪镇,四川省
人和镇,人和街道,重庆市
人和镇,杨和镇,广东省
杨梅镇,杨和镇,广东省
靖海镇,人和镇,山东省
人和镇,杨家镇,四川省
人和镇,通贤镇,四川省
人和区公所,人和镇,广东省
人和乡,人和镇,河南省
人和乡,人和镇,四川省
滨兴街道,人民路街道,江西省
南顾庄乡,人民路街道,河南省
人民路分社,人民路街道,河南省
中华街道东部,人民路街道,河北省
振东区,美兰区,海南省
仁义乡,孝儿镇,四川省
仁义乡,仁义镇,四川省
老场乡,仁义镇,四川省
仁义乡,仁义镇,湖南省
顺义镇,仁和地区办事处,北京市
仁和乡,仁和镇,云南省
撤保场乡,仁和镇,云南省
乡,仁和镇,四川省
凤,仁和镇,四川省
双江乡,仁和镇,四川省
仁和乡,仁和镇,四川省
总发乡,仁和镇,四川省
太宗乡,仁和镇,四川省
广生乡,仁和镇,四川省
永平乡,仁和镇,四川省
仁和乡,仁和镇,河南省
乡,仁和镇,湖南省
原仁,仁和镇,湖南省
李家铺乡,仁和镇,湖南省
仁和区公所,仁和镇,云南省
仁和镇,岔河镇,江苏省
谢桥街道,仁山街道,
仁湾镇,杨家桥街道,
 仇桥镇,博里镇,
仇集镇,河桥镇,
仙井乡,渌口镇,
双水街道,以朵街道,
仲夏乡,卢峰镇,
伍家湾乡,修溪镇,
修溪乡,修溪镇,
伏河乡,复兴镇,
伏龙镇,凌家镇,四川省
安乐乡,石嘴镇,吉林省
栖贤乡,三星乡,四川省
佛荫镇,大桥镇,
大南山华侨农场,侨园镇,
促进乡,彰加镇,
保卫街道办事处,新谊社区公共服务中心,
保工街道,兴顺街道,
保胜乡,公义镇,
偏岩乡,龙台镇,
白水乡,龙台镇,
东务山乡,偕乐桥镇,
傅家乡,长赤镇,四川省
儒溪镇,江南镇,
元兴乡,仓山镇,四川省
元石镇,皂角街道,四川省
公议乡,元通镇,四川省
元通镇,文宫镇,四川省
古佛乡,文宫镇,四川省
板燕乡,文宫镇,四川省
兆嘉乡,满井镇,
乌兰哈达乡,先锋乡,内蒙古自治区
先锋公社,先锋乡,吉林省
先锋乡,泸沽镇,四川省
先锋公社,先锋乡,黑龙江省
先锋乡,先锋街道,湖南省
雁峰街道,先锋街道,湖南省
天心区大托镇,先锋街道,湖南省
先锋乡,先锋镇,云南省
光中乡,神坝镇,
光明公社,光明乡,吉林省
光明乡,莲塘镇,湖南省
光明乡,鹤山街道,四川省
下七乡,光明乡,江西省
长坪乡,光明乡,江西省
光明区革命委员会,光明街道,吉林省
河南街道,光明街道,吉林省
大里街道,光明街道,河北省
中长街道,光中街道,辽宁省
光明街道,光中街道,辽宁省
则约乡,光明镇,四川省
拉克乡,光明镇,四川省
东兴镇,富顺镇,四川省
光明镇,富顺镇,四川省
光辉乡,加鸠乡,贵州省
光辉乡,光辉街道,
光辉乡,光辉镇,四川省
光辉镇,老马镇,四川省
里程镇,老马镇,四川省
克觉乡,莫红乡,
坪头乡,莫红乡,
全胜乡,良安镇,四川省
八一乡,烈面镇,四川省
八一街道,八一红菱街道,辽宁省
红菱街道,八一红菱街道,辽宁省
八一镇,方水镇,四川省
八什坪乡,洗溪镇,湖南省
梁家潭乡,洗溪镇,湖南省
八团乡,火田镇,
五龙乡,八塘镇,重庆市
八塘乡,八塘镇,重庆市
马王乡,八尔湖镇,
八景乡,三江镇,
智峰乡,三江镇,
八经街道,南市场街道,
八角地区,八角街道,北京市
八角镇,八角街道,山东省
公园路公社,公园路街道,甘肃省
公园路公社,四龙路街道,甘肃省
公店乡,王河镇,
公车镇,沙潭江街道,
公车镇,王府街道,
六合乡,枫顺乡,四川省
六合乡,花滩镇,四川省
六合乡,悦中乡,四川省
六民乡,下村乡,
太田乡,共和乡,四川省
林海乡,共和乡,四川省
共和乡,兴隆镇,四川省
大化瑶族自治县,共和乡,广西壮族自治区
共和乡,沙坪镇,四川省
军屯乡,共和镇,云南省
关帝镇,丰谷镇,四川省
关庙乡,牟子镇,四川省
关河乡,袁市镇,四川省
关渡乡,清江镇,
兴仁乡,花荄镇,
遵义路街道办事处,兴关路街道,
科技园社区,体育场社区,辽宁省
沙河镇,兴华街道,广东省
兴华街道,中华路街道,辽宁省
兴安分社,兴安街道,内蒙古自治区
胜利分社,兴安街道,内蒙古自治区
白芬子镇,兴安街道,山东省
岑阳镇,兴安街道,江西省
护城乡,兴安镇,广西壮族自治区
张村乡,兴安镇,河北省
兴安乡,兴安镇,黑龙江省
城关镇,兴州街道,陕西省
兴工街道,凌空街道,辽宁省
中山公园街道,"新西安路街道
",辽宁省
兴工街道的泉涌社区,"新西安路街道
",辽宁省
兴新社区,"新西安路街道
",辽宁省
兴盛社区,"新西安路街道
",辽宁省
兴社社区,"新西安路街道
",辽宁省
如意社区6个社区（含大连机车厂）,"新西安路街道
",辽宁省
永吉社区,"新西安路街道
",辽宁省
大兴镇,兴泉镇,
文乐傈僳族乡,兴泉镇,
兴盛公社,兴盛乡,黑龙江省
兴盛街道,永乐街道,辽宁省
兴胜乡,安宁镇,
月华乡,安宁镇,
西乡乡,安宁镇,
兴隆公社,兴隆乡,吉林省
兴隆乡,曹碑镇,四川省
曹碑乡,曹碑镇,四川省
兴隆乡,管仲镇,江苏省
管镇镇,管仲镇,江苏省
兴隆公社,兴隆乡,黑龙江省
开封县,开封市祥符区,河南省
海原县,兴隆乡,宁夏回族自治区
兴隆街乡,夷望溪镇,湖南省
中兴街道,街基街道,辽宁省
兴隆街道,街基街道,辽宁省
垦利镇,兴隆街道,山东省
兴隆镇,兴隆街道,吉林省
兴隆镇,兴隆街道,四川省
火车站街道办事处,兴隆街道办事处,湖南省
兴隆街镇,新桥镇,四川省
太平乡,兴隆镇,四川省
清河乡,兴隆镇,四川省
首山乡,兴隆镇,辽宁省
兴隆乡,兴隆镇,吉林省
兴隆乡,兴隆镇,四川省
黄龙乡,兴隆镇,四川省
田口乡,兴隆镇,山东省
南双洞乡,兴隆镇,河北省
小东区,兴隆镇,河北省
黄酒馆乡,兴隆镇,河北省
兴隆乡,兴隆镇,甘肃省
兴隆场乡,兴隆镇,贵州省
大芦乡,兴隆镇,贵州省
天城乡,兴隆镇,贵州省
庙塘乡,兴隆镇,贵州省
抄乐乡,兴隆镇,贵州省
星联乡,兴隆镇,贵州省
水涯子乡,兴隆镇,贵州省
沙塘乡,兴隆镇,贵州省
兴隆场乡,兴隆镇,重庆市
兴隆乡,兴隆镇,重庆市
土坪乡,兴隆镇,重庆市
白王镇,兴隆镇,陕西省
中坪乡,兴隆镇,陕西省
兴隆乡,兴隆镇,陕西省
冠河乡,兴隆镇,陕西省
麻柳滩乡,兴隆镇,陕西省
长春乡,兴隆镇,黑龙江省
兴隆乡,兴隆镇,安徽省
兴隆乡,兴隆镇,河南省
兴隆乡,兴隆镇,黑龙江省
兴隆镇,招提街道,贵州省
兴隆镇,龙凤镇,四川省
兴隆镇,晃州镇,湖南省
大湾罗乡,晃州镇,湖南省
新晃镇,晃州镇,湖南省
方家屯乡,晃州镇,湖南省
冉义镇,固驿街道,四川省
冉义镇,羊安街道,四川省
冉义镇,高埂街道,四川省
回龙镇,固驿街道,四川省
回龙镇,羊安街道,四川省
回龙镇,高埂街道,四川省
固驿镇,固驿街道,四川省
固驿镇,羊安街道,四川省
固驿镇,高埂街道,四川省
牟礼镇,固驿街道,四川省
牟礼镇,羊安街道,四川省
牟礼镇,高埂街道,四川省
羊安镇,固驿街道,四川省
羊安镇,羊安街道,四川省
羊安镇,高埂街道,四川省
高埂镇,固驿街道,四川省
高埂镇,羊安街道,四川省
高埂镇,高埂街道,四川省
农兴乡,蓬南镇,
冰川镇,蓥华镇,
红白镇,蓥华镇,
冶勒乡,大桥镇,
冷家乡,观音桥镇,
凉亭坳公社,凉亭坳乡,
凉山乡,丰禾镇,四川省
元马区,凉山乡,云南省
凉水乡,高寺镇,四川省
茅坝乡,凉水镇,四川省
凉水镇,石滩镇,四川省
凌云公社,凌云乡,吉林省
凌云乡,玉堂街道,四川省
瓜市街道,凌安街道,
石鼓乡,凤仪镇,四川省
凤仪镇,正直镇,四川省
凤凰乡,忠兴镇,四川省
太平镇,忠兴镇,四川省
琴棋乡,凤凰乡,湖南省
白果市乡,凤凰乡,湖南省
凤凰公社,凤凰乡,广西壮族自治区
凤凰乡,螺溪街道,四川省
凤凰镇,凤凰街道,云南省
南城街道,凤凰街道,云南省
守望乡,凤凰街道,云南省
蒙泉乡,凤凰街道,云南省
西城街道,凤凰街道,云南省
风凰路街道,风凰街道,云南省
凤凰镇,凤凰街道,四川省
巨野镇,凤凰街道,山东省
巨野镇,永丰街道,山东省
沙河镇,凤凰街道,广东省
